ID,Price,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQualityRate,LocalAmenities,TransportAccess,Fireplace,HouseColor,Garage,Floors,Windows,PreviousSalePrice,IsLuxury
3669,383724.1186,1166.38,3,3,832.25,45.36,10,41.2,2.96,91.24,1.55,3,9,3,No,White,No,1,20,333860.0217,1
3670,221443.7773,997.54,1,2,289.46,11.11,5,88.56,41.92,90.98,1.8,1,3,2,Yes,Yellow,No,1,16,105401.0907,0
3671,157001.7057,550,1,3,488.87,45.5,3,111.9,27.78,99.64,1.95,3,4,4,No,White,Yes,1,8,42569.78289,0
3672,426827.1371,1491.29,2,2,357.3,34.76,7,99.75,37.53,99.9,1.56,7,9,6,No,Yellow,No,1,9,425833.8266,1
3673,179621.2942,550,1,2,259.13,25.03,8,83.26,11.71,99.9,1.81,2,6,5,No,Yellow,No,1,13,147268.8939,0
3674,260091.1449,1201.61,3,1,914.77,37.18,5,87.97,14.17,95.97,2.29,5,9,5,No,Yellow,Yes,1,13,136299.3793,0
3675,370439.3523,1501.25,2,3,80.27,45.34,6,47.35,18.87,89.56,2.24,3,3,5,No,Green,No,1,15,209625.9855,0
3676,207749.5349,550,4,3,670.25,15.53,7,93.8,1.6,99.9,0.4,4,1,4,Yes,Red,No,1,17,112062.9117,0
3677,141848.9918,629.97,1,3,102.9,59.2,6,113.3,13.36,98.05,1.12,2,2,5,Yes,White,No,1,16,75361.61746,0
3678,610665.3734,1488.74,3,3,497.92,13.92,8,63.85,25.21,89.66,1.51,6,8,6,No,Blue,Yes,1,21,593371.5316,1
3679,288525.3515,1174.24,2,3,144.94,35.97,10,10.94,2.49,99.9,0.96,9,7,8,No,White,No,2,27,240029.3849,1
3680,308828.2779,550,1,1,289.02,32.45,4,67.49,43.93,85.43,2.1,1,4,5,Yes,Green,Yes,1,24,188276.7316,1
3681,179240.4585,550,2,3,174.9,43.05,5,11.91,27.68,98.91,1.55,8,4,3,Yes,White,No,1,10,130518.9479,0
3682,239641.2752,553.63,2,2,417.33,12.56,5,58.29,18.55,94.26,1.24,1,9,3,No,Yellow,Yes,1,14,135366.5505,0
3683,213261.663,550,1,1,332.63,41.13,3,25.43,15.4,99.9,1.39,1,4,6,No,Green,No,1,13,191617.3486,0
3684,406167.87,897.39,3,3,866.78,67.91,5,29.1,9.05,94.3,1.73,4,1,5,No,Red,Yes,1,11,273233.5507,1
3685,478728.7203,972.33,2,3,516.19,39.7,6,9.35,25,90.66,0.91,7,10,8,Yes,Yellow,Yes,1,18,701885.6443,1
3686,274343.871,550,2,4,609.95,28.31,6,21.72,14.53,98.91,1.43,2,1,5,Yes,Green,No,1,4,146257.9676,0
3687,307135.0187,1928.68,2,3,301.85,22.35,8,57.05,19.88,99.9,0.93,7,10,8,No,Yellow,No,2,17,439322.9316,1
3688,254303.635,752.71,3,2,825.31,44.37,4,8.94,19.79,89.35,1.6,3,9,5,No,Yellow,No,1,14,186015.9452,0
3689,163579.3966,561.54,4,2,573.31,56.63,7,125.84,33.07,97.38,2.62,6,9,9,No,Green,No,1,17,101324.5966,0
3690,171977.7174,1012.69,1,3,455.09,4.18,4,28.24,2.51,88.52,1.99,3,6,5,Yes,Red,No,1,21,119173.8218,0
3691,453381.6964,1649.83,2,3,709.08,27.17,10,5.21,9.93,99.74,1.46,5,4,9,No,Green,No,1,12,456591.1292,1
3692,301378.5948,1115.75,2,2,381.71,39.5,5,40.24,8.35,91.07,1.23,5,7,8,Yes,Blue,Yes,2,20,150448.0183,1
3693,250327.6615,931.61,2,3,571.55,62.45,8,18.16,41.47,93.75,1.41,5,6,5,No,Yellow,No,2,18,331313.0259,0
3694,238916.7137,550,2,5,595.84,33.9,10,13.87,23.75,94.54,0.46,6,7,7,Yes,Green,No,2,46,317736.4914,0
3695,250913.9224,1628.7,1,4,1050.53,22.52,5,63.67,22.81,99.9,1.4,3,7,5,No,Yellow,No,1,21,250912.0961,0
3696,401616.0384,1324.19,2,4,912.02,16.72,9,77.4,2.66,97.41,2.72,6,4,5,Yes,Green,No,1,15,325920.1186,0
3697,242020.756,984.45,2,2,674.07,26.24,9,55.07,7.91,96.3,0.41,4,5,7,Yes,White,No,2,7,276792.4655,0
3698,109516.2163,620.11,1,2,192.09,24.03,6,92.6,29.23,96.27,2.51,1,6,7,No,Blue,No,1,12,14381.7207,1
3699,507865.0294,1318.75,5,3,1087.95,10.35,8,80.64,23.86,93.67,1.53,4,9,9,No,Green,No,1,10,527541.4538,1
3700,166006.2892,869.37,1,4,998.29,61.37,7,79.2,42.54,95.03,1.28,4,7,7,No,Red,No,1,16,77836.40852,0
3701,294283.1239,1095.18,2,3,97.17,15.18,9,16.52,11.71,98.12,1.33,9,4,6,No,Red,Yes,1,11,226067.1732,1
3702,297256.5871,1047.06,1,3,621.55,23.45,6,61.2,35.56,99.9,1.36,5,7,4,No,White,Yes,2,29,178808.4069,1
3703,169471.5239,1069.49,1,3,757.58,37.84,4,46.86,5.73,80.9,1.57,6,4,5,No,White,No,1,10,89824.60649,0
3704,168729.8001,1027.55,2,1,498.04,20.68,3,87.26,29.83,89.89,1.44,1,10,6,No,Yellow,No,1,13,84596.30737,0
3705,340383.2043,1446.91,4,2,259.84,16.16,6,40.89,2.57,92.82,0.73,6,8,8,Yes,Red,Yes,1,15,386291.2836,1
3706,216085.2785,1028.21,3,2,513.63,28.05,7,29.88,38.12,96.3,1.72,2,5,4,No,White,Yes,1,20,131420.7855,0
3707,144709.6254,761.99,3,1,302.17,15.11,7,11.7,41.65,91.73,2.39,4,3,4,No,Green,Yes,2,44,46995.99678,0
3708,551473.0718,1486.4,3,3,814.49,15.71,9,67.42,30.48,97.5,2.44,3,6,6,Yes,Red,No,1,11,452140.432,1
3709,343637.7017,904.28,2,3,193.62,68.72,9,40.06,0.97,93.38,1.73,6,7,5,Yes,Red,No,1,-3,223737.1883,0
3710,351210.4303,885.44,1,4,259.07,46.62,9,81.36,40.54,87.58,1.18,7,5,6,No,White,No,1,18,256246.1356,1
3711,313430.0109,1620.64,3,2,402.32,59.56,6,58.94,10.71,98.64,1.06,5,6,7,Yes,Yellow,Yes,1,12,262314.4785,1
3712,190459.3301,550,3,1,754.56,3.18,6,15.95,25.03,92.36,1.66,2,4,4,Yes,Green,No,1,11,87192.80529,0
3713,398329.3149,1119.09,1,3,525.71,5.43,10,56.01,24.92,95.73,1.69,6,8,5,Yes,White,No,2,28,334538.5261,1
3714,206891.4973,764.69,2,2,437.33,35.88,9,19.86,15.04,96.24,1.98,6,3,6,No,White,No,1,28,175352.0822,1
3715,178942.3661,584.48,1,2,65.1,41.86,7,156.81,35.69,89.36,1.83,4,4,4,No,Blue,Yes,1,18,123991.2309,0
3716,192649.9063,550,3,3,138.12,45.04,7,85.35,3.67,94.29,2.03,5,4,6,No,Red,No,1,9,132625.8479,1
3717,254961.9937,1090.39,1,3,798.1,59.36,8,79.59,31.73,95.2,2.32,4,6,4,No,Yellow,Yes,1,20,134402.4537,0
3718,296999.248,667.3,2,3,671.66,29.01,3,118.18,9.62,95.57,1.62,2,6,5,Yes,Blue,No,2,28,240233.7596,1
3719,393769.5176,1728.37,4,2,892.69,38.83,5,1.28,1.26,86.4,2.05,2,5,7,No,Yellow,No,2,19,344195.7985,1
3720,251081.8918,550,3,4,55.88,43.24,8,9.11,21.18,99.9,1.8,6,9,9,No,Blue,No,1,15,299080.0829,0
3721,327067.025,550,2,4,310.51,30.53,7,22.45,29.34,96.59,1.65,4,8,8,No,Green,Yes,2,27,345658.7636,0
3722,480393.3519,767.32,1,4,959.68,18.66,8,33.42,14.04,99.9,1.25,6,9,8,Yes,White,Yes,1,15,324320.0904,1
3723,484182.6847,1448.76,3,2,420.23,27.39,7,30.51,12.67,88.88,1.29,8,5,4,No,Blue,No,2,25,405357.3565,1
3724,735196.0247,2263.12,3,4,696.47,32.5,10,43.52,16.54,95.26,1.03,8,4,6,No,Green,Yes,1,16,710752.3884,1
3725,448083.1316,1140.1,2,3,520.12,38.79,10,74.82,17.84,85.8,0.71,8,7,8,No,White,Yes,1,19,253933.5267,1
3726,378592.8484,962.85,2,3,232.1,18,8,10.35,6.07,79.45,0.65,5,9,6,No,Red,No,1,14,211408.3297,1
3727,450940.4019,845.18,3,3,451.68,30,7,36.84,17.98,95.11,1.19,7,9,6,No,Yellow,No,1,23,317020.5206,1
3728,279061.4155,1433.13,2,3,273.31,42.44,6,49.66,36.27,86.05,2.14,4,3,2,No,Yellow,No,1,-1,283536.5648,1
3729,319396.2929,974.62,1,3,96.39,0.56,10,14.19,15.75,96.06,1.74,8,8,8,Yes,Blue,Yes,1,13,218180.5817,1
3730,251522.4401,1351.97,3,2,581.74,31.68,8,61.59,16.56,94.41,1.64,5,6,4,Yes,Yellow,Yes,2,47,340792.8448,0
3731,374267.3556,1782.12,2,2,399.94,41.62,9,81.16,21.9,93.12,1.11,6,5,5,No,Yellow,No,1,16,419401.5648,1
3732,592878.0164,1539.17,3,4,447.32,58.9,6,21.72,9.73,91.36,0.93,8,1,1,No,Yellow,No,2,38,1029854.544,1
3733,314212.8878,1707.24,3,2,1155.6,70.95,5,33.05,15.48,94.21,2.36,6,10,4,No,White,Yes,1,16,403851.4877,1
3734,486068.0823,1534.67,2,6,466.55,28.15,9,32.77,11.68,89.08,0.97,6,6,8,Yes,Green,No,1,13,615702.0393,0
3735,453237.3277,1376.39,3,3,36.68,9.16,8,88.25,22.47,92.34,0.95,7,6,4,No,White,No,1,14,418335.9438,1
3736,152463.6497,550,2,4,161.86,12.7,5,93.85,25.32,89.18,1.5,4,3,4,No,Yellow,No,1,13,159165.4889,1
3737,157692.2378,914.83,1,2,381.4,23.56,8,51.27,13.35,99.13,1.51,4,7,8,No,Green,No,1,17,107399.2609,0
3738,541277.4834,1042.39,2,4,644.06,20.25,8,32.15,17.42,89.8,1,6,7,4,No,White,No,2,28,357687.596,1
3739,614452.2313,601.52,3,4,17.2,39.14,7,4.83,27.6,91.02,1.5,6,6,8,No,Green,No,1,15,435975.1176,1
3740,218544.7836,550,1,3,30.37,47.77,6,45.94,36.89,95.67,1.61,6,4,6,Yes,Green,No,1,7,155573.2173,0
3741,423416.6083,805.96,2,3,844.53,47.19,7,3.85,30.4,98.24,2.55,6,9,8,No,Blue,No,2,30,256491.0536,1
3742,320483.7395,992.95,3,3,867.92,42.08,6,76.79,8.92,97.96,1.71,1,6,5,No,Blue,Yes,1,24,285084.7394,1
3743,150632.6472,785.91,2,2,1477.52,25.7,9,76.89,19.69,99.9,1.45,5,3,4,No,Red,Yes,1,20,97286.41303,0
3744,288145.2699,550,3,2,317.83,55.2,3,78.53,22.58,87.73,1.45,4,2,7,No,White,Yes,1,2,255546.7962,1
3745,224961.5539,1310.8,2,2,311.28,36.98,6,69.72,14.24,91.01,1.91,4,7,6,No,Green,No,1,6,117432.325,0
3746,451392.1117,1303.24,2,3,989.25,25.71,9,30.85,17.25,96.24,1.64,5,9,8,No,Red,Yes,2,31,515607.4743,1
3747,354213.0866,663.52,2,5,479.65,21.07,7,29.31,2.79,96.12,1.21,5,10,5,No,Yellow,No,2,24,299203.6989,1
3748,244610.7551,1105.77,2,2,64.51,50.8,6,0.51,22.49,99.9,1.28,1,1,3,No,Green,Yes,1,16,147239.1137,0
3749,219383.0633,693.41,1,4,618.25,45.84,6,21.48,25.06,98.99,2.01,6,4,7,Yes,Green,Yes,1,10,348946.5864,1
3750,296943.6869,550,3,4,396.22,51.98,8,44.52,24.35,91.26,0.57,7,6,5,Yes,Yellow,No,1,10,384880.3671,1
3751,323022.2186,1068.77,2,3,414.37,47.68,8,46.43,6.45,93.35,1.02,8,9,5,No,Green,No,1,19,308536.2826,1
3752,395372.1412,1744.56,2,2,437.49,12.26,6,28.55,27.69,96.1,0.19,5,6,8,Yes,Red,Yes,1,2,265431.9359,1
3753,249085.6337,550,2,2,125.4,31.75,7,59.81,26.48,88.72,0.73,4,5,8,No,Blue,Yes,1,15,170331.2886,0
3754,306098.3293,663.07,3,4,484.75,2.37,6,11.6,21.14,92.75,1.75,4,7,5,No,Green,No,1,19,403294.7467,1
3755,417593.3801,781.98,2,4,419.94,43.28,5,62.47,19.1,94.82,1.66,3,9,6,No,White,No,1,13,306319.3323,1
3756,488567.3674,748.89,2,5,604.86,48.13,6,96.5,45.95,98.02,1.33,5,6,9,No,Yellow,No,1,12,362908.1485,1
3757,265278.7319,1320.1,2,3,581.23,25.26,6,34.15,1.81,99.54,0.63,6,6,6,No,Red,Yes,1,26,510839.314,0
3758,374164.5101,1419.67,2,3,1358.46,11.88,4,33.99,42.9,90.29,2.02,5,4,5,Yes,White,No,1,4,225417.7012,1
3759,239890.6814,550,2,3,9.28,2.23,9,99.46,19.89,99.9,1.54,4,10,7,No,Blue,Yes,1,15,135482.4152,0
3760,353108.2819,1104.28,3,4,247.27,8.22,5,65.69,21.36,92.75,1.06,5,9,7,No,Blue,Yes,1,14,428338.0879,1
3761,406620.216,1383.14,3,2,291.71,17.3,7,31.02,7.22,92.83,2.66,5,8,9,No,Blue,No,1,6,282117.5565,1
3762,219968.9935,550,2,5,959.25,7.5,6,64.62,20.72,99.41,1.45,7,8,6,Yes,White,No,2,23,329833.1159,0
3763,312287.0828,1479.17,1,3,756.72,4.23,10,31.6,4.64,95.2,1.7,4,7,5,No,Red,No,1,22,329932.7949,1
3764,402910.4606,1564.04,4,3,583.64,33.79,6,54.03,17.94,91.82,1.69,7,7,6,No,Blue,No,1,22,540163.3662,1
3765,245490.2744,627.81,1,2,966.52,42.58,7,32.38,33.06,93.44,1.73,4,7,6,No,Yellow,No,1,8,113677.0941,0
3766,417654.312,1050.87,1,4,293.12,29.56,7,68.9,22.03,97.52,0.87,4,6,5,No,Green,Yes,1,15,346642.5411,1
3767,325747.0083,1059.66,4,2,669.51,37.39,9,8.86,3.03,97.6,1.26,5,5,4,No,White,No,1,3,258884.3212,1
3768,297105.0299,1735.68,2,2,463.03,39.44,5,32.12,6.71,89.14,2.05,5,6,5,No,Blue,Yes,1,14,396915.404,1
3769,259240.2072,1639.69,1,4,432.74,37.29,7,56.46,43.37,93.84,0.96,5,5,8,No,Yellow,No,1,10,307318.9067,0
3770,152376.5716,701.73,2,3,722.35,51.91,6,39.1,24.89,99.9,1.86,4,8,5,No,White,No,1,10,48779.107,0
3771,335479.1449,1149.79,2,3,294.11,31.28,5,91.85,15.98,92.17,1.96,6,7,4,No,Yellow,No,1,18,214696.5807,1
3772,327234.4101,1077.72,3,3,161.23,2.3,10,57.15,13.99,94.38,1.07,9,5,4,No,Red,Yes,1,14,316544.8857,1
3773,268339.2621,659.38,4,3,1021.37,7.48,6,8.77,37.24,92.56,0.78,6,7,7,Yes,White,No,2,48,506533.7958,0
3774,108316.6944,550,2,3,496.33,48.02,1,23.96,17.13,91.69,1.19,1,1,3,No,Blue,Yes,1,13,31862.95084,0
3775,350823.0371,824.68,2,4,443.81,21.28,9,50.93,7.16,85.32,0.93,5,3,6,No,Yellow,No,1,11,463591.4701,0
3776,482617.6292,853.76,3,4,533.83,5.13,8,49.13,11.34,96.91,0.74,4,10,10,No,Yellow,Yes,1,10,426423.7099,1
3777,562266.5537,1527.91,3,3,377.86,28.86,9,6.37,4.28,99.9,1.27,7,10,9,Yes,Yellow,Yes,1,18,635704.7121,0
3778,339524.9233,1421.46,4,3,87.38,14.46,7,61.86,33.12,96.1,2.28,6,8,7,No,Yellow,Yes,1,8,374149.5865,1
3779,216824.1826,550,2,3,239.71,19.61,5,4.96,2.93,99.9,1.41,5,1,8,Yes,Red,Yes,1,17,139662.0685,1
3780,323911.7643,550,3,3,230.72,38.85,4,14.7,12.5,90.94,1.6,3,9,8,No,White,No,2,29,399787.183,1
3781,308120.0689,681.71,2,4,182.99,28.4,5,32.25,19.73,88.56,2.6,3,9,6,Yes,Yellow,No,1,14,172470.2605,1
3782,497905.6963,969.5,4,3,1020.08,6.17,9,24.19,11.43,97.67,1.12,7,6,7,Yes,White,No,1,12,391756.0029,1
3783,189564.2486,1055.06,2,3,890.91,68.04,6,29.97,26.56,91.61,2.25,4,9,7,No,White,Yes,1,7,177581.3499,1
3784,378628.5385,1111.38,2,2,882.33,38.89,9,99.46,12.38,99.9,0.89,9,7,8,No,Blue,No,1,16,256351.6329,1
3785,96863.68367,691.66,2,2,41.14,22.34,6,46.06,8.27,89.72,1.05,3,5,3,Yes,Red,No,1,13,18902.83481,0
3786,319871.6826,1366.61,3,2,457.34,14.45,7,73.92,12.84,91.76,0.53,6,3,10,Yes,Blue,No,1,14,287685.426,1
3787,353954.5232,920.56,2,2,828.17,46.83,7,12.82,20.4,99.05,2.27,5,8,8,No,Blue,No,1,18,257358.6807,1
3788,242810.4204,820.47,2,2,678.76,36.6,9,24.39,32.53,95.92,0.57,8,10,9,No,Blue,No,1,15,129981.4305,0
3789,579828.7902,1197.95,1,4,424.29,2.54,8,39.78,0.78,88.94,0.88,5,7,7,No,Yellow,Yes,1,30,466482.3,1
3790,337584.6674,1343.92,3,2,395.96,70.11,7,78.95,24.21,87.94,1.2,5,7,6,No,Blue,Yes,2,12,327092.9137,1
3791,130244.3485,550,1,3,583.93,21.92,7,13.82,38.31,93.73,1.96,4,5,6,No,Green,No,1,15,17921.09764,0
3792,278669.5552,1207.53,3,3,375.11,52.36,6,79.98,14.35,92.24,1.29,8,8,7,No,Red,Yes,1,7,482970.247,0
3793,229083.7701,1180.8,2,3,84.78,31.35,6,56.74,51.77,94.2,1.47,4,7,8,No,White,No,1,13,277909.1793,0
3794,185993.6128,692.3,1,3,475.8,7.83,7,73.18,9.76,82.46,2.02,6,1,7,No,Yellow,No,2,29,132261.7849,0
3795,299025.9899,550,2,1,359.12,22.54,2,115.36,40.01,89.71,1.67,1,10,8,No,Red,Yes,2,24,277096.0413,1
3796,594199.6817,1565.14,2,4,888.22,32.79,6,45.14,10.23,90.69,1.18,8,5,4,No,Red,No,1,11,575304.8732,1
3797,216799.6083,907.53,2,3,748.6,3.35,6,25.9,14.94,97.19,1.31,3,9,7,No,White,No,1,32,189771.7778,0
3798,475695.0762,743.68,2,4,316.28,11.74,8,33.61,31.15,94.9,1.09,6,5,6,Yes,White,Yes,1,9,324735.6312,1
3799,214425.1465,1302.39,1,3,565.9,45.1,7,95.09,18.93,96.95,1.17,5,2,5,No,White,Yes,1,10,240984.7161,0
3800,280770.2438,774.44,2,3,947.55,66.5,8,48.69,0.44,97.63,1.81,4,5,6,No,Blue,No,1,12,183776.825,1
3801,637118.2194,1334.67,5,3,270.81,25.39,10,18.14,15.24,99.75,1.2,8,10,10,No,Green,No,1,20,618442.8382,0
3802,108440.3348,961.1,1,2,296.34,31.93,7,72.6,34.04,96.4,1.64,4,8,5,No,Blue,No,1,20,45286.14571,0
3803,150576.3355,733.36,2,2,737.95,7.4,7,53.53,14.62,94.76,2.18,5,3,5,No,Red,No,1,21,107437.1988,1
3804,143531.0914,550,4,2,421.86,19.4,6,30.23,8.29,94.38,1.46,5,7,9,Yes,Yellow,Yes,2,22,93409.31612,0
3805,277856.4616,1532.21,2,1,472.29,21.53,6,15.31,21.49,94.88,1.93,4,7,6,Yes,Yellow,No,1,21,164890.2375,0
3806,363575.0038,797.3,3,3,797.95,42.4,8,15.14,13.61,92.87,1.48,6,10,5,Yes,Red,Yes,1,16,390607.6226,1
3807,468264.3781,1035.15,2,6,826.13,48.99,10,20.21,12.98,93.55,2.42,8,9,7,No,Green,Yes,2,9,532091.5154,1
3808,184107.5474,550,5,2,466.66,9.67,6,25.94,19.59,87.66,1.15,2,5,6,Yes,Green,No,1,10,165262.1931,0
3809,591379.3687,1434.95,5,3,1010.57,44.04,8,7.42,6.53,90.69,0.93,7,9,9,No,Yellow,No,1,24,438645.6002,1
3810,129891.1783,550,1,4,457.3,45.4,9,8.61,0.83,97.52,1.96,4,10,7,Yes,Yellow,No,1,9,51373.29379,0
3811,283376.6543,977.03,1,4,32.81,55.6,9,77.01,21.83,99.9,1.39,6,7,4,No,White,No,1,12,166264.6584,1
3812,114505.5941,833.92,1,2,444.51,5.89,8,91.77,15.45,99.41,1.62,4,9,7,No,Red,No,1,7,30074.74031,0
3813,223105.4141,1697.87,1,3,722.04,11.27,9,69.99,13.27,94.83,2.03,8,8,6,No,Blue,No,1,17,338884.132,0
3814,393730.3412,910.77,3,2,412.71,6.48,8,13.11,8.79,94.99,2.2,4,8,8,No,White,Yes,1,20,202406.4103,0
3815,217171.6912,1269.84,1,3,509.97,25.79,4,80.95,0.02,96.21,1.87,6,5,5,No,Yellow,No,1,15,114866.6244,0
3816,713551.7912,1541.98,2,5,737.18,35.23,10,7.84,1.9,89.41,1.18,9,5,7,Yes,Green,No,1,19,552795.8702,1
3817,241250.9306,1209.53,2,3,279.59,32.14,7,4.06,1.76,92.16,1.63,4,6,10,No,White,No,1,14,149938.0098,0
3818,531136.7027,1889.24,2,4,1009.89,28.61,9,7.06,13.88,99.9,1.53,7,3,3,No,Red,No,2,28,505865.8675,1
3819,184652.8351,693.18,1,2,132.85,67.25,7,67.33,34.12,99.9,1.92,4,5,6,Yes,Blue,No,1,9,136190.8982,1
3820,247876.0339,726.52,3,3,750.84,30.56,10,30.6,20.01,99.9,1.11,8,6,6,Yes,White,Yes,1,22,182174.314,0
3821,185347.049,1291.71,1,3,197.32,44.88,5,60.68,25.03,85.38,2.02,6,10,10,No,Blue,No,1,21,170822.5667,0
3822,296296.8546,1350.74,3,1,349.71,11.22,7,65.13,38.48,99.9,0.36,5,10,7,No,Yellow,No,1,14,230877.7572,1
3823,133859.3801,559.1,1,1,529.5,30.82,5,57.1,6.33,87.14,1.87,1,1,4,No,Green,Yes,1,18,74086.26266,0
3824,293386.9158,1608.72,2,4,375.62,29.47,8,60,33.66,86.35,1.65,5,9,6,No,Yellow,No,2,28,473425.3601,1
3825,185377.3079,631.39,1,4,692.86,9.73,6,83.85,22.67,88.35,1.33,6,7,6,No,Yellow,Yes,1,14,149812.0795,0
3826,218757.1645,1140.39,1,3,143.04,16.33,6,70.95,4.32,91.62,1.42,1,9,10,No,Red,Yes,1,15,232216.3718,0
3827,159738.251,550,2,3,846.59,39.09,7,105.21,16.57,96.5,1.6,3,6,5,No,Green,Yes,1,23,100023.1061,0
3828,100954.0932,550,3,1,641.79,62,4,72.1,7.59,88.96,1.71,4,2,5,No,Red,Yes,1,2,19025.91229,0
3829,350743.6955,1413.16,2,3,554.43,9.33,7,31.43,2.65,89.75,1.3,6,7,4,No,Red,No,1,12,241228.4781,1
3830,611065.099,2099.87,3,3,185.09,50.72,8,34.44,4.59,95.17,1.26,3,1,5,No,Blue,Yes,1,6,523697.1001,1
3831,96016.41834,550,2,3,355.38,28.12,4,104.93,33.43,91.17,2.77,3,3,5,No,Green,Yes,1,12,18234.42703,0
3832,101236.1876,830.58,2,1,902.26,4.65,8,7.52,13.22,98.9,1.77,4,4,1,No,Blue,Yes,1,9,898.7966815,0
3833,280959.6153,1450.45,3,2,624.96,16.79,4,100.82,36.98,96.25,1.52,2,8,5,Yes,Yellow,No,1,16,266269.5248,0
3834,469224.3919,1269.91,2,4,799.79,17.36,7,6.68,19.32,90.07,1.75,4,8,5,Yes,Yellow,No,1,15,288911.7543,1
3835,156312.4717,550,2,3,683.55,34.79,4,67.31,18.35,92.99,1.59,1,7,5,No,Red,Yes,1,12,131603.6608,0
3836,284932.3879,993.08,3,3,664.6,38.4,7,39.67,26.1,96.63,2.01,6,6,2,No,Red,No,1,12,395776.3616,1
3837,214596.5987,1204.99,1,2,870.73,4.26,10,35.86,2.71,99.86,2.24,6,7,6,No,Red,No,1,11,189195.7242,0
3838,108935.8619,988.76,2,3,1313.59,20.57,5,81.04,29.03,99.9,1.18,6,3,5,No,Green,No,1,16,10618.9253,1
3839,607294.1805,1914.64,1,4,215.49,41.18,9,43.47,17.02,98.08,0.97,8,10,8,Yes,White,No,1,15,672145.4537,1
3840,334882.4909,762.18,2,4,774.24,7.18,6,19.36,8.24,91.16,1.78,6,5,3,No,White,Yes,1,28,345503.2885,1
3841,426579.6287,641.69,2,5,771.15,8.62,9,70.01,8.31,98.12,0.97,4,9,10,Yes,Blue,No,1,4,363343.8385,1
3842,120656.4199,550,1,2,289.13,63.59,5,18.13,29.97,85.3,1.43,3,9,7,No,White,Yes,1,16,50914.02599,0
3843,113076.6212,550,1,2,111.19,17.01,1,26.61,27.84,95.61,2.15,3,2,5,No,Red,Yes,1,18,32747.97897,0
3844,297133.7751,1671.11,2,3,848.09,11.66,8,9.5,13.71,99.69,0.96,3,3,9,No,Red,No,1,6,247635.9062,1
3845,538787.2447,1663.19,5,1,676.05,35.23,8,44.79,2.56,98.73,0.81,7,4,9,No,Blue,Yes,2,34,472001.8823,0
3846,254900.1712,730.3,3,4,1162.25,24.96,6,8.95,5.83,92.75,1.68,6,8,6,No,Blue,Yes,1,6,454680.4699,0
3847,182105.3596,1025.57,3,1,81.44,35.25,8,8.32,12.64,92.93,0.53,7,9,7,No,White,Yes,1,8,142722.0924,0
3848,226301.7403,806.1,1,3,104.78,26.98,6,116.25,17.84,95.21,1.03,4,8,7,Yes,Green,No,1,6,144965.064,0
3849,218545.0964,550,3,3,446.33,4.31,5,36.66,38.23,99.44,1.62,4,8,4,No,Red,No,1,9,223898.5655,0
3850,268163.8259,718.38,2,3,675.71,3.78,9,58.3,9.15,97.98,2.48,4,4,1,No,White,No,1,18,183357.6697,0
3851,388066.3842,947.97,2,4,430.49,30.08,7,4.52,9.06,97.57,1.64,3,7,6,No,White,Yes,2,23,355146.4427,1
3852,422554.5828,1229.6,3,4,669.56,48.59,7,70.98,10.22,99.9,0.48,7,9,7,Yes,Green,No,1,21,286337.2223,1
3853,476623.2329,1609.6,2,3,963.22,31.99,7,45.52,30.62,94.76,1.38,4,3,5,No,Blue,No,2,59,337158.9324,1
3854,381018.2398,732.48,3,4,12.05,38.95,9,26.54,42.27,92.25,1.42,7,10,7,No,Blue,No,1,18,269896.4343,1
3855,354656.3014,1701.51,3,2,397.45,40.1,7,105.46,3.36,89.33,1.14,4,3,7,No,White,No,1,17,254547.31,1
3856,212369.7208,1228.22,1,2,460.19,46.21,7,35.3,8.46,87.78,1.2,6,5,6,No,White,No,1,19,135717.5314,1
3857,356754.0484,2405.02,2,2,452.93,58.03,7,76.51,21.18,89.37,1.39,7,9,7,No,Green,No,1,17,322301.9399,1
3858,113935.0884,714.24,2,2,12.89,44.84,5,85.2,24.39,99.1,1.69,1,1,3,No,Yellow,No,1,23,29049.73563,0
3859,340862.5578,1434.89,2,3,514.35,38.89,8,85.29,37.6,98.13,1.52,5,3,5,No,Green,No,2,33,281732.2698,1
3860,217034.6345,757.1,1,1,427.77,48.71,4,86.65,21.27,91.54,1.43,4,5,4,No,Blue,Yes,1,8,92925.45679,0
3861,229785.0799,1269.8,3,2,226.61,55.91,7,65.34,17.95,90.82,1.2,3,5,5,No,White,No,1,13,120641.1846,0
3862,578259.3649,1553.28,4,2,767.25,18.2,6,24.25,0.44,99.09,1.39,7,8,6,No,Green,No,1,21,403616.4095,1
3863,216351.837,630.03,4,3,404.23,69.15,7,62.44,9.68,96.79,1.11,6,9,5,No,Green,Yes,1,20,212096.3576,0
3864,484487.3022,1888.4,3,4,506.26,36.52,10,92.12,9.51,89.69,2.73,8,10,7,Yes,Blue,Yes,1,5,474813.2348,1
3865,163847.6551,550,1,3,171.47,48.97,6,83.77,34.55,92.42,1.94,4,3,6,No,White,No,1,12,142314.3466,0
3866,196172.7438,798.62,1,3,427.58,21.84,7,15.09,15.81,99.9,1.36,5,8,5,No,Blue,No,2,26,116878.8952,0
